session,step,basis,gpu_present,samples,hours,gpu_busy_frac,gpu_util_mean,cpu50_frac,iowait10_frac,tx1_frac,rx1_frac,disk5_frac,nothing_frac,ambiguous_dropped,samples_parsed,span_hours,source_file,phase
spdg,inference,marker,1.0000,202,0.2806,0.7426,54.2624,0.0000,0.0446,0.0000,0.0594,0.1931,0.1485,0,689,1.2519,hw_spdg.csv,open
spdg,train,marker,1.0000,362,0.5028,0.1961,12.1077,0.5000,0.0000,0.1243,0.0497,0.1961,0.2376,0,689,1.2519,hw_spdg.csv,open
sweep1,(between),interval,0.0000,1290,1.7917,,,0.0240,,0.0000,0.2054,0.0008,0.4682,0,2278,3.9914,hw_sweep1.csv,
sweep1,ALL,interval,0.0000,2278,3.1639,,,0.1523,,0.0000,0.2094,0.0004,0.4025,0,2278,3.9914,hw_sweep1.csv,
sweep1,evaluate,interval,0.0000,6,0.0083,,,0.0000,,0.0000,0.0000,0.0000,0.6667,0,2278,3.9914,hw_sweep1.csv,open
sweep1,inference,interval,0.0000,172,0.2389,,,0.0000,,0.0000,0.2384,0.0000,0.4593,0,2278,3.9914,hw_sweep1.csv,open
sweep1,postproc,interval,0.0000,171,0.2375,,,0.0000,,0.0000,0.1871,0.0000,0.4854,0,2278,3.9914,hw_sweep1.csv,open
sweep1,tile,interval,0.0000,171,0.2375,,,0.6491,,0.0000,0.2515,0.0000,0.1579,0,2278,3.9914,hw_sweep1.csv,open
sweep1,train,interval,0.0000,468,0.6500,,,0.4380,,0.0000,0.2051,0.0000,0.2564,0,2278,3.9914,hw_sweep1.csv,open
sweep2,(between),interval,0.0000,1661,2.3069,,,0.2468,,0.0000,0.5545,0.0030,0.1583,0,2796,4.2619,hw_sweep2.csv,
sweep2,ALL,interval,0.0000,2796,3.8833,,,0.2740,,0.0000,0.5801,0.0032,0.1352,0,2796,4.2619,hw_sweep2.csv,
sweep2,evaluate,interval,0.0000,12,0.0167,,,0.0000,,0.0000,0.5000,0.0000,0.2500,0,2796,4.2619,hw_sweep2.csv,open
sweep2,inference,interval,0.0000,220,0.3056,,,0.5500,,0.0000,0.5091,0.0045,0.0909,0,2796,4.2619,hw_sweep2.csv,open
sweep2,postproc,interval,0.0000,183,0.2542,,,0.2623,,0.0000,0.6175,0.0109,0.1202,0,2796,4.2619,hw_sweep2.csv,open
sweep2,tile,interval,0.0000,202,0.2806,,,0.0891,,0.0000,0.8762,0.0000,0.0644,0,2796,4.2619,hw_sweep2.csv,open
sweep2,train,interval,0.0000,518,0.7194,,,0.3263,,0.0000,0.5656,0.0019,0.1100,0,2796,4.2619,hw_sweep2.csv,open
sweep3,(between),interval,0.0000,3882,5.3917,,,0.2156,,0.0000,0.3210,0.0003,0.2883,0,5216,8.8925,hw_sweep3.csv,
sweep3,ALL,interval,0.0000,5216,7.2444,,,0.2193,,0.0000,0.3202,0.0010,0.2862,0,5216,8.8925,hw_sweep3.csv,
sweep3,evaluate,interval,0.0000,8,0.0111,,,0.0000,,0.0000,0.5000,0.0000,0.3750,0,5216,8.8925,hw_sweep3.csv,open
sweep3,inference,interval,0.0000,195,0.2708,,,0.2667,,0.0000,0.4410,0.0154,0.2256,0,5216,8.8925,hw_sweep3.csv,open
sweep3,postproc,interval,0.0000,543,0.7542,,,0.4696,,0.0000,0.1897,0.0018,0.2320,0,5216,8.8925,hw_sweep3.csv,open
sweep3,tile,interval,0.0000,189,0.2625,,,0.0000,,0.0000,0.4392,0.0000,0.3122,0,5216,8.8925,hw_sweep3.csv,open
sweep3,train,interval,0.0000,399,0.5542,,,0.0000,,0.0000,0.3709,0.0000,0.3559,0,5216,8.8925,hw_sweep3.csv,open
sweep4,(between),interval,0.0000,1570,2.1806,,,0.1490,,0.0000,0.3159,0.0013,0.3287,0,1570,2.7233,hw_sweep4.csv,
sweep4,ALL,interval,0.0000,1570,2.1806,,,0.1490,,0.0000,0.3159,0.0013,0.3287,0,1570,2.7233,hw_sweep4.csv,
t1gpuC,(between),interval,1.0000,356,0.4944,0.0000,0.0225,0.0000,,0.2978,0.0225,0.0365,0.6517,0,1116,1.9117,hw_t1gpuC.csv,
t1gpuC,ALL,interval,1.0000,1116,1.5500,0.0296,1.0923,0.0000,,0.3835,0.0242,0.2186,0.4884,0,1116,1.9117,hw_t1gpuC.csv,
t1gpuC,evaluate,interval,1.0000,182,0.2528,0.0165,0.1978,0.0000,,0.0000,0.0000,0.0165,0.9560,0,1116,1.9117,hw_t1gpuC.csv,open
t1gpuC,train,interval,1.0000,578,0.8028,0.0519,2.0329,0.0000,,0.5571,0.0329,0.3945,0.2405,0,1116,1.9117,hw_t1gpuC.csv,open
t1gpuD,(between),interval,1.0000,830,1.1528,0.0000,0.0000,0.0000,,0.1108,0.0530,0.0133,0.8217,823,4476,7.5758,hw_t1gpuD.csv,
t1gpuD,ALL,interval,1.0000,3653,5.0736,0.0690,4.5489,0.1935,,0.2187,0.0824,0.1517,0.4919,823,4476,7.5758,hw_t1gpuD.csv,
t1gpuD,evaluate,interval,1.0000,180,0.2500,0.0556,1.8444,0.0000,,0.0833,0.0000,0.0111,0.8556,823,4476,7.5758,hw_t1gpuD.csv,open
t1gpuD,inference,interval,1.0000,194,0.2694,0.0000,0.0000,0.0000,,0.0000,0.1237,0.0000,0.8763,823,4476,7.5758,hw_t1gpuD.csv,open
t1gpuD,tile,interval,1.0000,282,0.3917,0.0000,0.0000,0.0000,,0.0142,0.3582,0.3227,0.5709,823,4476,7.5758,hw_t1gpuD.csv,open
t1gpuD,train,interval,1.0000,2167,3.0097,0.1117,7.5150,0.3263,,0.3175,0.0609,0.2077,0.2907,823,4476,7.5758,hw_t1gpuD.csv,open
t1gpuE,(between),interval,1.0000,51,0.0708,0.0196,0.6667,0.0000,,0.0588,0.0000,0.0784,0.8627,780,1678,2.8356,hw_t1gpuE.csv,
t1gpuE,ALL,interval,1.0000,898,1.2472,0.0367,2.0245,0.0000,,0.0668,0.0612,0.0445,0.8096,780,1678,2.8356,hw_t1gpuE.csv,
t1gpuE,inference,interval,1.0000,255,0.3542,0.1216,6.8863,0.0000,,0.0078,0.2118,0.0706,0.6196,780,1678,2.8356,hw_t1gpuE.csv,open
t1gpuE,tile,interval,1.0000,253,0.3514,0.0040,0.1107,0.0000,,0.0474,0.0000,0.0277,0.9328,780,1678,2.8356,hw_t1gpuE.csv,open
t1gpuE,train,interval,1.0000,339,0.4708,0.0000,0.0000,0.0000,,0.1268,0.0029,0.0324,0.8525,780,1678,2.8356,hw_t1gpuE.csv,open
t1gpuF,(between),interval,1.0000,305,0.4236,0.0033,0.0262,0.0000,,0.0590,0.0033,0.0426,0.9082,0,1868,3.1606,hw_t1gpuF.csv,
t1gpuF,ALL,interval,1.0000,1868,2.5944,0.1879,8.7752,0.0005,,0.0230,0.3458,0.2088,0.3903,0,1868,3.1606,hw_t1gpuF.csv,
t1gpuF,inference,interval,1.0000,1563,2.1708,0.2239,10.4824,0.0006,,0.0160,0.4127,0.2412,0.2892,0,1868,3.1606,hw_t1gpuF.csv,open
trend8A,(between),interval,1.0000,204,0.2833,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,1.0000,0,204,0.3167,hw_trend8A.csv,
trend8A,ALL,interval,1.0000,204,0.2833,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,1.0000,0,204,0.3167,hw_trend8A.csv,
trend8A2,(between),interval,1.0000,441,0.6125,0.0000,0.0000,0.0000,,0.1066,0.1134,0.0113,0.7755,2645,4953,8.3653,hw_trend8A2.csv,
trend8A2,ALL,interval,1.0000,2308,3.2056,0.1174,8.2708,0.1109,,0.1200,0.0680,0.0602,0.6213,2645,4953,8.3653,hw_trend8A2.csv,
trend8A2,evaluate,interval,1.0000,41,0.0569,0.0244,0.8293,0.0000,,0.1707,0.1463,0.0000,0.6829,2645,4953,8.3653,hw_trend8A2.csv,open
trend8A2,inference,interval,1.0000,239,0.3319,0.7029,52.3766,0.0000,,0.0000,0.0544,0.0879,0.2301,2645,4953,8.3653,hw_trend8A2.csv,open
trend8A2,postproc,interval,1.0000,353,0.4903,0.0000,0.0000,0.0000,,0.0368,0.0000,0.0000,0.9632,2645,4953,8.3653,hw_trend8A2.csv,open
trend8A2,tile,interval,1.0000,472,0.6556,0.0000,0.0042,0.0000,,0.1610,0.0805,0.0233,0.7542,2645,4953,8.3653,hw_trend8A2.csv,open
trend8A2,train,interval,1.0000,762,1.0583,0.1339,8.5761,0.3360,,0.1759,0.0656,0.1339,0.4108,2645,4953,8.3653,hw_trend8A2.csv,open
trend8B,(between),interval,1.0000,168,0.2333,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,1.0000,0,168,0.2856,hw_trend8B.csv,
trend8B,ALL,interval,1.0000,168,0.2333,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,1.0000,0,168,0.2856,hw_trend8B.csv,
trend8B2,(between),interval,1.0000,305,0.4236,0.0000,0.0000,0.0000,,0.0197,0.1082,0.0033,0.8721,2567,4688,8.2136,hw_trend8B2.csv,
trend8B2,ALL,interval,1.0000,2121,2.9458,0.0467,3.0646,0.1391,,0.1292,0.0886,0.0778,0.6440,2567,4688,8.2136,hw_trend8B2.csv,
trend8B2,evaluate,interval,1.0000,43,0.0597,0.0465,1.2093,0.0000,,0.0000,0.1628,0.0000,0.7907,2567,4688,8.2136,hw_trend8B2.csv,open
trend8B2,inference,interval,1.0000,189,0.2625,0.0000,0.0000,0.0000,,0.0053,0.2751,0.1217,0.6878,2567,4688,8.2136,hw_trend8B2.csv,open
trend8B2,postproc,interval,1.0000,366,0.5083,0.0000,0.0000,0.0000,,0.1230,0.0000,0.0137,0.8661,2567,4688,8.2136,hw_trend8B2.csv,open
trend8B2,tile,interval,1.0000,498,0.6917,0.0000,0.0000,0.0000,,0.1265,0.1084,0.0442,0.7691,2567,4688,8.2136,hw_trend8B2.csv,open
trend8B2,train,interval,1.0000,720,1.0000,0.1347,8.9556,0.4097,,0.2208,0.0583,0.1583,0.3278,2567,4688,8.2136,hw_trend8B2.csv,open
